InChI Key,SMILES,DrugBank ID,Target uniprot,Target organism,Target actions,Target cellular location,ATC Codes,CAS Number
ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,DB00567,P02768; P10635; P08684; Q75Y35; Q8DNB6; Q7CRA4; P0A3M6; Q8DR59; O76082; P46059; Q16348; Q4U2R8; Q8TCC7; Q96FL8,Human; Streptococcus pneumoniae; Streptococcus pneumoniae (strain ATCC BAA-255 / R6),other/unknown; substrate; inhibitor,Secreted; Endoplasmic reticulum membrane; Cell membrane; Membrane; Basolateral cell membrane,J01DB01,15686-71-2
JXLYSJRDGCGARV-CFWMRBGOSA-N,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC,DB00570,P07437; P05412; P08684; P08183; P33527; Q92887; O95255; O95342; O15244; Q71U36; Q9UJT1; Q9UJT0; P23258; P10635,Human,adduct; other/unknown; substrate; inhibitor; inducer,Cytoplasm; Nucleus; Endoplasmic reticulum membrane; Cell membrane; Apical cell membrane; Basolateral cell membrane; Membrane,L01CA01,865-21-4
HDOVUKNUBWVHOX-QMMMGPOBSA-N,CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O,DB00577,Q9QNF7; P04293; P46059; Q16348; Q8TCC7; Q4U2R8; Q9UN76; Q12908; P05177,HHV-1; Human,inducer; inhibitor; substrate,Host nucleus; Membrane; Basolateral cell membrane; Cell membrane; Endoplasmic reticulum membrane,J05AB11,124832-26-4
ZPXSCAKFGYXMGA-UHFFFAOYSA-N,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,DB00579,P23975; Q01959; P31645; Q05940,Human,inhibitor,Membrane; Cell membrane; Cytoplasmic vesicle membrane,A08AA05,22232-71-9
JCQLYHFGKNRPGE-FCVZTGTOSA-N,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,DB00581,P06864,Escherichia coli (strain K12),other,Cytoplasmic,A06AD61; A06AD11,4618-18-2
GBXSMTUPTTWBMN-XIRDDKMYSA-N,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,DB00584,P12821; P08684; P08183; P46059; Q4U2R8; Q8TCC7; Q9Y694; P46721,Human,inhibitor; substrate,Secreted; Endoplasmic reticulum membrane; Cell membrane; Membrane; Basolateral cell membrane,C09BB06; C09BB02; C09BA02; C09AA02,75847-73-3
RUZYUOTYCVRMRZ-UHFFFAOYSA-N,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1,DB00590,P35348; P35368; P25100; Q12809; Q9H252; Q9NS40; P02763; P08183; P33261; P10635,Human,antagonist; inhibitor; substrate,Nucleus membrane; Cell membrane; Membrane; Secreted; Endoplasmic reticulum membrane,C02CA04,74191-85-8
XSDQTOBWRPYKKA-UHFFFAOYSA-N,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,DB00594,P51168; P78348; P19801; P37088; P51170; P19634; Q16515; P51172; P00749; O15244; O15245; Q9H015; Q9TRC7,Human; Pig,inhibitor,Apical cell membrane; Cell membrane; Secreted; Membrane; Basolateral cell membrane,C03DB01,2609-46-3
DPNNNPAKRZOSMO-UHFFFAOYSA-K,[Gd+3].CC(O)CN1CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC1,DB00597,,,,,V08CA04,120066-54-8
PSGAAPLEWMOORI-PEINSRQWSA-N,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,DB00603,P06401; P03372; P08684; P10632; P26439; P11712,Human,agonist; substrate; inducer; inhibitor,Nucleus; Endoplasmic reticulum membrane,G03FA12; G03AC06; G03DA02; G03AA08; G03FB06; L02AB02,71-58-9
GPXLMGHLHQJAGZ-JTDSTZFVSA-N,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O,DB00607,P05177; P08684; Q4U2R8; Q7CRA4; P0A3M6; Q8DNB6; Q75Y35; Q8DR59; P02768,Human; Streptococcus pneumoniae (strain ATCC BAA-255 / R6); Streptococcus pneumoniae,inducer; inhibitor,Endoplasmic reticulum membrane; Cell membrane; Secreted,J01CR50; J01CF06,147-52-4
WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,DB00608,P01375; Q9NR96; P09210; P10635; P08684; P08183; P04798; P10632; P20815; Q8MU52,Human; Plasmodium falciparum,substrate; inhibitor; antagonist,Cell membrane; Endoplasmic reticulum membrane; Cytoplasm,P01BA01,54-05-7
KTUFNOKKBVMGRW-UHFFFAOYSA-N,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,DB00619,P09619; P00519; P10721; O43519; P04629; P07333; P16234; Q08345; P08684; A9UF02; P05177; P10635; P11712; P33261; P20815; P24462; O15245; P08183; O15244; Q9UNQ0; Q99758; P23219; P02768; P02763,Human,antagonist; inhibitor; multitarget; substrate,Cell membrane; Cytoplasm; Endoplasmic reticulum membrane; Basolateral cell membrane; Membrane; Microsome membrane; Secreted,L01XE01,152459-95-5
PLDUPXSUYLZYBN-UHFFFAOYSA-N,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,DB00623,P14416; P0DP23; P21728; P10635; P08183; P05177; P05181; P10275; P28223; P28335,Human,antagonist; inhibitor; substrate,Cell membrane; Cytoplasm; Endoplasmic reticulum membrane; Nucleus,N05AB02,69-23-8
CLKOFPXJLQSYAH-ABRJDSQDSA-N,CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC,DB00626,P01023; P14735,Human; Gram positive and gram negative bacteria,inhibitor; antagonist,Secreted; Cytoplasm,D06AX05; J01XX10; R02AB04,1405-87-4
KNHUKKLJHYUCFP-UHFFFAOYSA-N,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,DB00636,Q07869; P08684; P09210; P05181; P04798; P11509; P20813; Q02928,Human,agonist; substrate; inducer; inhibitor,Nucleus; Endoplasmic reticulum membrane; Cytoplasm,C10AB01,637-07-0
SWLMUYACZKCSHZ-UHFFFAOYSA-N,ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1,DB00639,,Candida albicans,other,,G01AF15; G01AF20,64872-76-0
RYMZZMVNJRMUDD-HGQWONQESA-N,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC,DB00641,P08684; P20815; P24462; P10632; P11712; P33261; P10635; P20813; P22309; P35503; P16662; P04035; P05107; P20701; P08183; P46721; Q9Y6L6; Q92887,Human,substrate; inhibitor; inducer; other,Endoplasmic reticulum membrane; Microsome; Microsome membrane; Membrane; Cell membrane; Basolateral cell membrane; Apical cell membrane,C10BA02; C10BX04; C10BA04; A10BH51; C10AA01; C10BX01,79902-63-9
XLMALTXPSGQGBX-GCJKJVERSA-N,CCC(=O)O[C@@](CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1,DB00647,P35372; P41143; P41145; P10635; P08684; P10632; P11712; P24462; P23141,Human,agonist; antagonist; inhibitor; substrate; inducer,Cell membrane; Endoplasmic reticulum membrane; Endoplasmic reticulum lumen,N02AC54; N02AC04; N02AC74,469-62-5
VVIAGPKUTFNRDU-ABLWVSNPSA-N,[H]C(=O)N1C(CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2,DB00650,,,,,V03AF03,58-05-9
CSNNHWWHGAXBCP-UHFFFAOYSA-L,[Mg++].[O-]S([O-])(=O)=O,DB00653,Q06432; P54289; Q13936; Q02641; Q08289; Q13698,Human,,Membrane; Cell membrane,V04CC02; A06AD04; A12CC02; B05XA05; D11AX05,7487-88-9
ZNSIZMQNQCNRBW-UHFFFAOYSA-N,NCC=C.ClCC1CO1,DB00658,,Human,binder,,V03AE02,52757-95-6
IMWZZHHPURKASS-UHFFFAOYSA-N,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1,DB00660,,,,,,1665-48-1
SGTNSNPWRIOYBX-UHFFFAOYSA-N,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,DB00661,P05177; P20815; P08684; P24462; P10632; P11712; P33260; P20813; P33261; P10635; Q14524; Q14654; O00305; O43497; O60840; P54284; Q01668; Q02641; Q08289; Q12809; Q13698; Q13936; Q9P0X4; Q00975; O00555; P31645; P35348; P35368; P25100; P08183; O15245; O15438; O15439; O76082; O95342; P33527; P46721; Q5T3U5; Q92887; Q9H015; Q9UNQ0; Q9Y6L6,Human,substrate; inhibitor; inducer; other; other/unknown; antagonist,Endoplasmic reticulum membrane; Membrane; Cell membrane; Nucleus membrane; Basolateral cell membrane; Apical cell membrane,C08DA51; C09BB10; C08DA01,52-53-9
OKBVVJOGVLARMR-QSWIMTSFSA-N,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O,DB00671,P44469; O76082; P46059; Q16348,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd); Human,inhibitor; substrate,Cell inner membrane; Membrane,J01DD08,79350-37-1
NKANXQFJJICGDU-QPLCGJKRSA-N,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,DB00675,P03372; Q92731; P11712; P08684; P10635; P10632; P20813; P23141; P20815; P04798; P05177; Q16678; P33261; Q01740; P31513; P24462; P08183; O95342; Q9UNQ0; P11511; P11509; P05181; Q9HAW8; P50225; Q92887; Q15125; P17252; P05771; Q05655; Q02156; P05129; P41743; Q04759; Q05513; P10275; Q12809; O75469; P62508; P04278,Human,antagonist; agonist; substrate; inhibitor; inducer,Nucleus; Endoplasmic reticulum membrane; Endoplasmic reticulum lumen; Microsome membrane; Cell membrane; Membrane; Microsome; Cytoplasm; Apical cell membrane; Secreted,L02BA01,10540-29-1
UWWDHYUMIORJTA-HSQYWUDLSA-N,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O,DB00691,P12821; P46059; Q16348; Q9BYF1,Human,inhibitor; substrate,Secreted; Membrane,C09AA13; C09BA13,103775-10-6
MRBDMNSDAVCSSF-UHFFFAOYSA-N,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,DB00692,P08913; P35348; P35368; P25100,Human,antagonist,Cell membrane; Nucleus membrane,V03AB36; C04AB01,50-60-2
YSEXMKHXIOCEJA-FVFQAYNVSA-N,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CC(Br)=CN=C1)CN2C)OC,DB00699,P35348; P10635,Human,antagonist; substrate,Nucleus membrane; Endoplasmic reticulum membrane,C04AE02,27848-84-6
JUKPWJGBANNWMW-VWBFHTRKSA-N,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC,DB00700,P08684; P20815; P24462; P19099; P08235,Human,substrate; inhibitor; antagonist,Endoplasmic reticulum membrane; Mitochondrion membrane; Cytoplasm,C03DA04,107724-20-9
JTEGQNOMFQHVDC-NKWVEPMBSA-N,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,DB00709,Q05486; P33527; Q4U2R8; Q9UNQ0; Q72547; O15245; O15244; O75751; P27707; P30085; P00558; P15531; P22392; P49585; Q99447; P08183; O15439; O15438; Q92887; Q8TCD5; P02768,Human; HBV-F; Human immunodeficiency virus 1,adduct; inhibitor; substrate,Cytoplasmic; Cell membrane; Basolateral cell membrane; Membrane; Nucleus; Cytoplasm; Apical cell membrane; Secreted,J05AR02; J05AR13; J05AR01; J05AR12; J05AR05; J05AR07; J05AR04; J05AR16; J05AR11; J05AF05,134678-17-4
AHOUBRCZNHFOSL-YOEHRIQHSA-N,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,DB00715,P10635; P11712; P20813; P10632; P05177; P31645; P23975; P28223; P11229; P08172; P20309; P08173; P08912; P08183,Human,substrate; inhibitor; other/unknown; antagonist,Endoplasmic reticulum membrane; Cell membrane; Membrane,N06AB05,61869-08-7
VIKNJXKGJWUCNN-XGXHKTLJSA-N,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],DB00717,P06401; P08684; P08183; P33261; P20815; P24462; P02768; P04278,Human,agonist; substrate; inducer,Nucleus; Endoplasmic reticulum membrane; Cell membrane; Secreted,G03FB05; G03AC01; G03AB04; G03FA01; G03DC02; G03AA05,68-22-4
MFDFERRIHVXMIY-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,DB00721,Q9Y5Y9; Q8TCU5; P46098; Q01959; Q15822; P06276; Q12791; Q16558; Q9Y691; Q9NPA1; Q86W47; O15554; Q92952; Q9H2S1; Q9UGI6; P21397; P27338,Human,inhibitor; antagonist; binder,Membrane; Cell membrane; Cell junction; Secreted; Mitochondrion outer membrane,S01HA05; N01BA52; N01BA02; C05AD05,59-46-1
ZSCDBOWYZJWBIY-UHFFFAOYSA-N,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12,DB00726,P31645; P23975; P10635; Q01959; P28223; P08908; P35348; P35368; P14416; P18089; P35367; P33261; P08684; P08183; P11712; P28335; P46098; P28221; P08913; P21728; P21918; P08588; P07550; P13945; P11229; P08172; P20309; P08173; P08912; P08909,Human; Rat,inhibitor; substrate; agonist; antagonist; other/unknown; binder; desensitize the target,Cell membrane; Membrane; Endoplasmic reticulum membrane; Nucleus membrane; Cell junction,N06AA06,739-71-9
JBKPUQTUERUYQE-UHFFFAOYSA-O,C[N+]1=C(\C=N\O)C=CC=C1,DB00733,P22303; P06276,Human,activator,Cell junction; Secreted,V03AB04,6735-59-7
MXZROTBGJUUXID-UHFFFAOYSA-K,[Gd+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)C(COCC1=CC=CC=C1)C(O)=O,DB00743,P02768,Human,binder,Secreted,V08CA08,113662-23-0
NNYBQONXHNTVIJ-UHFFFAOYSA-N,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1,DB00749,P23219; P35354; P11712; O60656; P19793; P02768; Q4U2R8; P35503; Q9HAW8; P16662,Human,inhibitor; substrate; other,Microsome membrane; Endoplasmic reticulum membrane; Microsome; Nucleus; Secreted; Cell membrane,M01AB08,41340-25-4
PIWKPBJCKXDKJR-UHFFFAOYSA-N,FC(F)OC(Cl)C(F)(F)F,DB00753,P98194; P30049; P14867; Q09470; P42261; P23415; P0DP23; P05181; P02768; P20813; P03886; P47869; P34903; P48169; P31644; Q16445; P18505; P47870; P28472; O14764; P78334; Q8N1C3; P18507; Q99928; O00591; Q9UN88,Human,inhibitor; unknown; agonist; inducer; antagonist; other/unknown; substrate; positive allosteric modulator,Golgi apparatus membrane; Mitochondrion; Cell junction; Cell membrane; Cytoplasm; Endoplasmic reticulum membrane; Secreted; Mitochondrion inner membrane,N01AB06,26675-46-7
WCUXLLCKKVVCTQ-UHFFFAOYSA-M,[Cl-].[K+],DB00761,P55011; Q13621; Q9H2X9; Q9UHW9; Q9Y666; Q9UP95,Human,binder; substrate,Membrane; Basolateral cell membrane; Cell membrane,B05XA01; A12BA51; A12BA01,7447-40-7
NHTGHBARYWONDQ-JTQLQIEISA-N,C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O,DB00765,P07101,Human,binder,,C02KB01,672-87-7
GMVPRGQOIOIIMI-DWKJAMRDSA-N,CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,DB00770,P43116; P34995; O15440; O94956; Q9UIG8; O15439; Q92959; Q9Y5Y4,Human,agonist; inhibitor; substrate,Cell membrane; Membrane,C01EA01; G04BE01,745-65-3
HOOSGZJRQIVJSZ-NNBUQUNQSA-N,C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,DB00771,P11229,Human,antagonist,Cell membrane,A03CA02,7020-55-5
UVOIBTBFPOZKGP-UHFFFAOYSA-N,CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1,DB00777,P20309; P35368; P21728; P25100; P08912; P28223; P21917; P14416; P08172; P08173; P35367; P28335; P35348; P11229,Human,antagonist,Cell membrane; Nucleus membrane,N05CM06,362-29-8
RMUCZJUITONUFY-UHFFFAOYSA-N,NNCCC1=CC=CC=C1,DB00780,Q16853; P27338; P21397; P05181; P80404; Q9UGI5; P24298; Q8TD30; P33261; P10632; P08684; Q9HB55; P20815; P24462,Human,inhibitor; antagonist; substrate; inducer,Cell membrane; Mitochondrion outer membrane; Endoplasmic reticulum membrane; Mitochondrion matrix; Cytoplasm,N06AF03,51-71-8
IPVQLZZIHOAWMC-QXKUPLGCSA-N,[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,DB00790,P12821; P08183; P46059; Q16348; P06276; Q6FHJ7,Human,inhibitor; substrate,Secreted; Cell membrane; Membrane,C10BX11; C09AA04; C09BX02; C09BB04; C09BA04; C09BX01,82834-16-0
DQMZLTXERSFNPB-UHFFFAOYSA-N,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,DB00794,P33261; P11712; P08684; P05177; P20813; P10632; P14867; P47869; P34903; P48169; P31644; Q16445; P43681; P36544; P42262; Q13002; P18505; P47870; P28472; O14764; P78334; Q8N1C3; P18507; Q99928; O00591; Q9UN88,Human,substrate; inducer; potentiator; antagonist; positive allosteric modulator,Endoplasmic reticulum membrane; Cell junction; Cell membrane,N03AA03; N05CB01,125-33-7
NCEXYHBECQHGNR-QZQOTICOSA-N,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,DB00795,P24752; Q9UPY5; Q9UNQ0; Q92887; O15111; O14920; P35354; P37231; P23219; P09917; P20815; Q96NT5; P24557; P04054,Human,inhibitor; substrate; agonist; antagonist,Mitochondrion; Membrane; Cell membrane; Apical cell membrane; Cytoplasm; Microsome membrane; Nucleus; Endoplasmic reticulum membrane; Secreted,A07EC01; G01AE10,599-79-1
GHOSNRCGJFBJIB-UHFFFAOYSA-N,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1,DB00796,P30556; P10632; P11712; P08183; P35503; P23219,Human,antagonist; inhibitor; substrate,Cell membrane; Endoplasmic reticulum membrane; Microsome; Microsome membrane,,145040-37-5
CEAZRRDELHUEMR-UHFFFAOYSA-N,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,DB00798,P0A7S3; P98164; Q4U2R8; P08164; P00374,Escherichia coli (strain K12); Enteric bacteria and other eubacteria; Human; Bacillus subtilis (strain 168),adduct; other/unknown; inhibitor,Cytoplasmic; Membrane; Cell membrane,S02AA14; D06AX07; S03AA06; S01AA11; J01GB03,1403-66-3
OGQICQVSFDPSEI-UHFFFAOYSA-N,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1,DB00799,P10276; P28702; P13631; P10826; P10632,Human,agonist; substrate,Nucleus; Endoplasmic reticulum membrane,D05AX05,118292-40-3
CURUTKGFNZGFSE-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,DB00804,P11229; P08172; P04798,Human,antagonist; inducer,Cell membrane; Endoplasmic reticulum membrane,A03AA07,77-19-0
ZRVUJXDFFKFLMG-UHFFFAOYSA-N,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,DB00814,P35354; P11712; P23219; P08684; O15439; P52209; P10632,Human,inhibitor; substrate,Microsome membrane; Endoplasmic reticulum membrane; Membrane; Cytoplasm,M01AC56; M01AC06,71125-38-7
DBMJMQXJHONAFJ-UHFFFAOYSA-M,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O,DB00815,P02768,Human,binder,Secreted,,151-21-3
ONKUMRGIYFNPJW-KIEAKMPYSA-N,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H],DB00823,P03372; P06401,Human,agonist,Nucleus,,297-76-7
ADIMAYPTOBDMTL-UHFFFAOYSA-N,OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2,DB00842,P14867; P47869; P34903; P48169; P31644; Q16445; P18505; P47870; P28472; Q8N1C3; P18507; Q99928; O14764; P78334; O00591; P24046; P28476; Q9UN88; A8MPY1; P08684; Q9HB55; P20815; P24462; P54855; P16662; O60656,Human,potentiator; substrate; positive allosteric modulator,Cell junction; Endoplasmic reticulum membrane; Microsome membrane; Microsome,N05BA04,604-75-1
BPEGJWRSRHCHSN-UHFFFAOYSA-N,CN1N=NC2=C(N=CN2C1=O)C(N)=O,DB00853,P08684,Human,cross-linking/alkylation; inducer,Endoplasmic reticulum membrane,L01AX03,85622-93-1
MXOAEAUPQDYUQM-UHFFFAOYSA-N,OCC(O)COC1=CC=C(Cl)C=C1,DB00856,Q14097; P11511; P08684; P47989; P35354; P06276,Human,inducer; inhibitor,Membrane; Endoplasmic reticulum membrane; Cytoplasm; Microsome membrane; Secreted,D01AE07,104-29-0
VVNCNSJFMMFHPL-VKHMYHEASA-N,[H][C@](N)(C(O)=O)C(C)(C)S,DB00859,Q9Y6L6,Human,substrate; chelator,Basolateral cell membrane,M01CC01,52-67-5
PAZJSJFMUHDSTF-UHFFFAOYSA-N,CC(C)NCC(O)COC1=CC=CC=C1CC=C,DB00866,P08588; P07550; P08908; P10635; P13945,Human,antagonist; substrate,Cell membrane; Endoplasmic reticulum membrane,C07AA01,13655-52-2
YPZVAYHNBBHPTO-MXRBDKCISA-N,[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00873,P04150,Human,agonist,Cytoplasm,S01BA14,129260-79-3
QFJCIRLUMZQUOT-HPLJOQBZSA-N,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,DB00877,P62942; P08684; P42345; P09038; P20815; P24462; P08183; Q9Y6L6; Q96FL8,Human,other; substrate; inhibitor; other/unknown; inducer,Cytoplasm; Endoplasmic reticulum membrane; Secreted; Cell membrane; Basolateral cell membrane,S01XA23; L04AA10,53123-88-9
GHXZTYHSJHQHIJ-UHFFFAOYSA-N,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,DB00878,P50135; P26841,; Human; Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),incorporation into and destabilization; inhibitor,Cytoplasm,S03AA04; S02AA09; D08AC02; S01AX09; D08AC52; R02AA05; D09AA12; A01AB03; B05CA02,55-56-1
GKIRPKYJQBWNGO-UHFFFAOYSA-N,CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1,DB00882,P03372; P08183; P05108; P11511; P04798; P05177; P11509; P05181; P08684; P04278,Human,antagonist; agonist; substrate; inhibitor; inducer,Nucleus; Cell membrane; Mitochondrion membrane; Membrane; Endoplasmic reticulum membrane; Secreted,G03GB02,911-45-5
GECHUMIMRBOMGK-UHFFFAOYSA-N,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,DB00891,Q49184; P11712,Mycobacterium fortuitum; Human,inhibitor,Endoplasmic reticulum membrane,J01EB04; G01AE10,144-83-2
QTTRZHGPGKRAFB-OOKHYKNYSA-N,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DB00896,P08185; P04150,Human,binder; agonist,Secreted; Cytoplasm,H02AB12; S01BA13,49697-38-3
HTMIBDQKFHUPSX-UHFFFAOYSA-N,CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1,DB00902,P35367,Human,antagonist,Cell membrane,R06AD04,1982-37-2
FELGMEQIXOGIFQ-UHFFFAOYSA-N,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,DB00904,P46098; P08684; P05177; P10635; P20815; P24462; Q13639; P08908; P28222; P35372; P11712; P05181,Human,antagonist; substrate; inhibitor; agonist; other/unknown,Cell junction; Endoplasmic reticulum membrane; Cell membrane,A04AA01,99614-02-5
ZPUCINDJVBIVPJ-LJISPDSOSA-N,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,DB00907,P23975; Q14524; Q9UI33; Q9Y5Y9; P31645; Q01959; P08684; P11229; P08172; P20815; P24462; P10635; O15244; P10632; P11712; Q99720; P23141,Human,inhibitor; substrate; antagonist,Membrane; Cell membrane; Endoplasmic reticulum membrane; Nucleus inner membrane; Endoplasmic reticulum lumen,S01HA01; N01BC01; R02AD03; S02DA02,50-36-2
